district_id,avgExpenditure,averageTotalExpenditure
16,65.72401617123359,170.09931506849315
19,58.067502781299865,207.80898876404495
18,86.08686534906417,207.57630522088354
272,62.59178768704044,172.28621382988024
116,38.31146497311725,70.44922496025437
274,54.21398645466392,134.65447415329768
275,77.78620129870131,237.63636363636363
151,65.85910458892319,173.52004454342983
150,56.889609980014946,141.65948717948717
153,71.9602027942804,169.94284386617102
155,65.10764676080994,172.5101367279585
154,86.9955452335077,224.38611039129307
157,89.33333333333334,311.0
156,79.29830402029405,203.2226916113458
159,76.09878083437773,201.80392156862746
277,74.81100031232386,231.64102564102564
278,79.60765434961863,209.76785714285714
279,36.4066832329849,54.15134606326316
234,48.11569166709879,139.59287054409006
235,50.34449986125172,90.92697551573988
236,72.92827665950101,197.87596899224806
231,71.78682930402931,198.504
232,67.35442383850092,201.9655172413793
233,62.77761914064489,179.98876404494382
48,62.87674035911636,178.83333333333334
49,55.00622603694214,201.78460207612457
47,78.03493788819875,175.2111801242236
45,75.33706238958096,190.84500745156484
42,60.63757640828293,152.2754170280059
43,92.33918659587412,224.7265620901317
40,55.50340091094564,126.91359634822302
41,76.27504920371649,165.9652027027027
9,63.650743483946606,177.21875
146,64.49987932391498,149.81643410852712
147,78.58366232532899,255.09259259259258
144,68.65566753795915,190.44412707665404
145,110.08309004919307,279.95770925110133
142,83.59367316280334,221.77056277056278
143,78.77020603719278,195.781388478582
140,67.59910812620383,161.66516613076098
141,79.02022102708537,168.2148867149881
209,45.99166666666667,209.75
76,67.55704072777063,172.9410080183276
75,90.80045690055984,253.55084033613446
74,80.02198159938494,179.79426297888725
72,73.96581177658949,167.96764252696457
71,72.39942523130243,163.5330964467005
70,70.99843558257963,175.67714999862665
79,86.91586980459716,217.67700862696185
78,80.29242451574748,201.6274191165608
282,69.32827554600449,165.89563218390805
